URL,Name,IMDB_Link,Amtiaz,Number_People,Country,Year,Rade,Num_Seasons,Total_Episodes,Publication,VoiceActors,Review,Tips,End,Description,Characters,InformativeMessages,PositiveAndNegative,SummaryStory,Screening,Critics,Conclusion,Introduction,Total_Words,Num_Titles,Is_Doblele,Total_Target_Words,About_Words,Story_Words,Release_Date_Words,Review_Words,Final_Words,Informative_Words,Positive_Negative_Words,Summary_Words,Screening_Words,Critics_Words,Conclusion_Words,Introduction_Words,Voice_Actor_Words,Series,Animation,Western,Adventure,Comedy,Family,Fantasy,Mystery,Action,Romance,Drama,SciFi,ShortFilm,Crime,Musical,Korean,Thriller,Anime,Music
https://myket.ir/video/v-CQGPGLNTW6/despicable-me-4,انیمیشن من نفرت انگیز ۴,۶.۲,91,"۵,۸۱۸",آمریکا ,2024,رده سنی ۱۳+,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1115,7,1,13,17,419,0,0,58,0,0,160,199,203,0,0,155,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
https://myket.ir/video/v-XGAKHLJ5PW/despicable-me-3,انیمیشن من نفرت‌انگیز ۳,۶.۲,88,"۷,۴۴۲",آمریکا ,2017,رده سنی ۳+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,1,2,31,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://myket.ir/video/v-F9M1N37WIF/despicable-me-2,انیمیشن من نفرت‌انگیز ۲,۷.۳,86,"۴,۲۱۵",آمریکا ,2013,رده سنی ۳+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,1,0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
https://myket.ir/video/v-H3D0R4M4XM/despicable-me,انیمیشن من نفرت انگیز,۷.۶,88,"۳,۰۳۶",آمریکا ,2010,رده سنی ۳+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,2,1,1,30,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
https://myket.ir/video/v-I0JLLKEBHB/minions,انیمیشن مینیون ها,۶.۴,88,"۴,۹۷۸",آمریکا ,2015,رده سنی ۱۳+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,2,1,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
https://myket.ir/video/v-DS349M7Z1H/saturday-morning-minions,انیمیشن صبح شنبه مینیون‌ها,۷.۷,85,۲۶۳,فرانسه ,2021,رده سنی ۷+,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,31,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-BB7675CN6E/the-iceblade-sorcerer-shall-rule-the-world,انیمیشن حکمرانی جادوگر شمشیر یخی,۶.۳,94,"۲,۱۷۵",ژاپن ,2023,رده سنی ۱۳+,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,2,1,0,36,165,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-A5EG3T2HIN/hells-paradise-jigokuraku,انیمیشن بهشت جهنمی: جیگوکوراک,۸.۲,94,"۱,۹۳۱",ژاپن ,2023,رده سنی ۱۸+,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,1,0,32,128,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-W3DBN95F8G/sharkdog,انیمیشن کوسه سگ,۶.۱,80,۹۰,آمریکا ,2021,رده سنی ۳+,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,1,1,28,39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-CA8ILY2FVU/batwheels,انیمیشن بت ویلز,۶.۲,82,۵۴۳,آمریکا ,2022,رده سنی ۷+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,1,0,28,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-03RERG29GN/attack-on-titan,انیمیشن حمله به تایتان,۹.۱,95,"۱۶,۶۴۵",ژاپن ,2013,رده سنی ۱۸+,4,89,0,1,1,0,0,0,0,0,0,1,0,0,1,1,601,7,1,6,18,247,0,100,0,0,0,145,0,0,65,111,111,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
https://myket.ir/video/v-P61S88INKG/ben-10-omniverse,انیمیشن بن تن: همه‌گیر,۶.۴,88,"۳,۹۱۷",آمریکا ,2012,رده سنی ۳+,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2,1,0,31,72,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-YBUK3XFRPQ/ben-10-alien-force,انیمیشن بن تن: نیروی بیگانه,۷.۵,90,"۴,۱۲۰",آمریکا ,2008,رده سنی ۳+,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,1,0,33,30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-MYVWWUHJAQ/ben-10-vs-the-universe-the-movie,انیمیشن بن تن علیه دنیا,۵.۳,90,"۲,۰۶۴",آمریکا ,2020,رده سنی ۳+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,1,0,36,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
https://myket.ir/video/v-CQ7OYAJHBD/ben-10-alien-swarm,فیلم بن تن و گروه شگفت‌انگیز,۴.۵,83,"۲,۶۰۰",آمریکا ,2009,رده سنی ۷+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,1,0,34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-8B9BQ76FZY/ben-10-ultimate-alien,انیمیشن بن تن: بیگانه تمام عیار,۷.۸,91,"۳,۱۸۶",آمریکا ,2010,رده سنی ۳+,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,1,0,34,30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-CZRPYQFJ3K/ben-10,انیمیشن بن تن,۷.۵,90,"۳,۷۷۲",آمریکا ,2005,رده سنی ۳+,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,1,0,29,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-SXL2AZQ8C8/frozen,انیمیشن یخ زده,۷.۴,87,"۵,۶۳۳",آمریکا ,2013,رده سنی ۷+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2,1,1,28,126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
https://myket.ir/video/v-72A7Y8KIUN/the-oddbods-show,انیمیشن رفقای عجیب,۶.۳,81,۳۳۹,بریتانیا ,2016,رده سنی ۱۳+,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2,0,0,30,62,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-4RR9PZQH85/tiny-toons-looniversity,انیمیشن تاینی تون ها در دبیرستان لو,۶.۵,84,۱۵۷,آمریکا ,2023,رده سنی ۷+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,1,0,34,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myket.ir/video/v-TI5PQTSO67/paw-patrol,انیمیشن سگ های نگهبان,۶.۱,78,"۱۳,۲۵۰",آمریکا ,2013,رده سنی ۳+,10,385,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1431,7,1,2,17,335,142,480,67,0,0,0,0,0,0,0,390,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
